1001302832,"The Farmer, the Bean and the Holy Roast",Food,Food,USD,2/21/2013 22:58,3500,1/22/2013 22:58,1278,failed,29,US,1278,0,0
1001560762,""" The Patch, Organics """,Comics,Comics,USD,12/23/2014 3:21,65000,11/23/2014 3:21,50,failed,2,US,50,0,0
1002490303,"Mother, I am going",Shorts,Film & Video,GBP,7/31/2013 22:00,3000,7/2/2013 13:20,3396,successful,35,GB,5166.221204,0,0
